Imagen,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,Indice,imagen_rotada,explicación clasificación2,clasificación_2
"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 5 11 11]
  [ 4  9 12]
  [ 4  9 12]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 4 10 10]
  [ 3  8 11]
  [ 3  8 11]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 3  7  8]
  [ 2  6  9]
  [ 2  6  9]]

 ...

 [[ 0 13  0]
  [ 0 13  0]
  [ 0 11  1]
  ...
  [ 3  3  1]
  [ 2  2  0]
  [ 2  2  0]]

 [[ 0 12  0]
  [ 0 12  0]
  [ 0 11  0]
  ...
  [ 3  3  1]
  [ 2  2  0]
  [ 2  2  0]]

 [[ 0 13  0]
  [ 0 12  0]
  [ 0 11  0]
  ...
  [ 4  4  2]
  [ 3  3  1]
  [ 3  3  1]]]",1017, (R)SA(s)b pec                                                                                        ,espiral,0,,,espiral no barrada,0
"[[[ 6  6  6]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 4  2  3]
  [ 4  2  3]
  [ 4  2  3]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 4  4  4]
  ...
  [ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 ...

 [[ 5  3  4]
  [ 5  3  4]
  [ 6  4  5]
  ...
  [16 10 10]
  [20 11 12]
  [21 12 13]]

 [[ 5  3  4]
  [ 6  4  5]
  [ 7  5  6]
  ...
  [16 10 10]
  [18 12 12]
  [19 13 13]]

 [[ 5  3  4]
  [ 6  4  5]
  [ 8  6  7]
  ...
  [16 10 10]
  [18 12 12]
  [19 13 13]]]",1018, SA(s)b                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[ 9  3  3]
  [ 9  3  3]
  [ 8  4  3]
  ...
  [ 6  4  5]
  [ 6  4  5]
  [ 5  3  4]]

 [[10  4  4]
  [ 9  3  3]
  [ 8  4  3]
  ...
  [ 6  4  5]
  [ 6  4  5]
  [ 5  3  4]]

 [[10  4  4]
  [10  4  4]
  [ 9  5  4]
  ...
  [ 6  4  5]
  [ 5  3  4]
  [ 5  3  4]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]]",1019," (R')SA(rs,rs)c pec                                                                         ",espiral,0,,,espiral no barrada,0
"[[[ 8  4  3]
  [ 7  3  2]
  [ 7  3  2]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 5  5  5]]

 [[ 7  3  2]
  [ 7  3  2]
  [ 6  2  1]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 5  5  5]]

 [[ 7  3  2]
  [ 6  2  1]
  [ 6  2  1]
  ...
  [ 3  3  3]
  [ 4  4  4]
  [ 4  4  4]]

 ...

 [[ 5  1  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [11  2  3]
  [13  4  5]
  [15  6  7]]

 [[ 5  1  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [11  2  3]
  [13  4  5]
  [15  6  7]]

 [[ 5  1  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [11  2  3]
  [14  5  6]
  [15  6  7]]]",1022, (R_1')SA_B(r_s)ab                                        ,espiral,0,,,espiral barrada intermedia,2
"[[[13  4  7]
  [14  5  8]
  [16  7 10]
  ...
  [34 25 20]
  [29 22 14]
  [26 19 11]]

 [[16  5  9]
  [16  7 10]
  [18  7 11]
  ...
  [37 28 23]
  [32 25 17]
  [29 22 14]]

 [[19  7 11]
  [19  8 12]
  [21  9 13]
  ...
  [39 30 25]
  [35 28 22]
  [33 26 20]]

 ...

 [[ 9  5  2]
  [11  6  3]
  [11  6  3]
  ...
  [13  1  5]
  [17  0  6]
  [17  0  6]]

 [[14  9  6]
  [15 10  7]
  [17  9  7]
  ...
  [13  0  7]
  [17  0  8]
  [17  0  8]]

 [[16 11  8]
  [17 12  9]
  [21 11 10]
  ...
  [13  0  7]
  [17  0  8]
  [17  0  8]]]",1023," (R_1')SB(r,bl,nr)ab                                                                        ",espiral,0,,,espiral barrada,1
"[[[ 4  4  2]
  [ 4  4  2]
  [ 5  5  3]
  ...
  [14  9  6]
  [13  8  4]
  [12  7  3]]

 [[ 5  5  3]
  [ 5  5  3]
  [ 6  6  4]
  ...
  [14  9  6]
  [13  8  4]
  [12  7  3]]

 [[ 5  7  4]
  [ 5  7  4]
  [ 5  7  4]
  ...
  [15 10  7]
  [14  9  5]
  [13  8  4]]

 ...

 [[ 7  7  0]
  [ 8  8  0]
  [ 9  9  1]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]

 [[ 6  6  0]
  [ 6  6  0]
  [ 7  7  0]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]

 [[ 5  5  0]
  [ 5  5  0]
  [ 6  6  0]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]]]",1020, SA(l)0^-                                                                                           ,espiral,0,,,espiral no barrada,0
"[[[5 0 1]
  [5 0 1]
  [5 1 2]
  ...
  [3 3 1]
  [3 3 1]
  [4 4 2]]

 [[5 0 1]
  [5 0 1]
  [5 1 2]
  ...
  [2 2 0]
  [3 3 1]
  [3 3 1]]

 [[5 0 1]
  [5 0 1]
  [5 1 2]
  ...
  [2 1 0]
  [3 2 0]
  [3 2 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]]",1024, SA(s)c                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,,,irregular,7
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,,,elíptica,6
"[[[13  1  5]
  [15  3  7]
  [17  5  9]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 2  2  2]]

 [[14  2  6]
  [16  4  8]
  [19  7 11]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 2  2  2]]

 [[15  3  7]
  [17  5  9]
  [18  7 11]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 2  2  2]]

 ...

 [[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 2  0  1]
  [ 1  0  0]
  [ 2  0  1]]

 [[ 0  2  5]
  [ 0  2  5]
  [ 0  2  5]
  ...
  [ 2  0  1]
  [ 1  0  0]
  [ 1  0  0]]

 [[ 0  2  5]
  [ 0  2  5]
  [ 0  2  5]
  ...
  [ 2  0  1]
  [ 1  0  0]
  [ 1  0  0]]]",8, SA(s)cd                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[13  3  2]
  [14  4  3]
  [17  5  5]
  ...
  [16  4  4]
  [17  3  3]
  [17  3  3]]

 [[13  3  2]
  [14  4  3]
  [16  4  4]
  ...
  [16  4  4]
  [17  3  3]
  [16  2  2]]

 [[13  3  2]
  [13  3  2]
  [15  5  4]
  ...
  [17  3  3]
  [16  2  2]
  [16  2  2]]

 ...

 [[32 20  8]
  [30 18  6]
  [27 15  3]
  ...
  [24  9  6]
  [29  9  8]
  [30 10  9]]

 [[29 19  7]
  [27 17  5]
  [24 14  2]
  ...
  [25 10  7]
  [31 11 10]
  [32 12 11]]

 [[29 19  7]
  [27 17  5]
  [24 14  2]
  ...
  [26 11  8]
  [31 11 10]
  [33 13 12]]]",83, SA(rs)c                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[5 3 4]
  [6 4 5]
  [6 4 5]
  ...
  [3 3 3]
  [4 4 4]
  [5 5 5]]

 [[5 3 4]
  [5 3 4]
  [6 4 5]
  ...
  [3 3 3]
  [4 4 4]
  [5 5 5]]

 [[4 2 3]
  [5 3 4]
  [6 4 5]
  ...
  [3 3 3]
  [4 4 4]
  [4 4 4]]

 ...

 [[1 6 0]
  [1 6 0]
  [2 4 1]
  ...
  [6 5 3]
  [5 4 2]
  [5 4 2]]

 [[0 7 0]
  [1 6 0]
  [2 4 1]
  ...
  [6 5 3]
  [6 5 3]
  [6 5 3]]

 [[0 7 0]
  [0 6 0]
  [1 3 0]
  ...
  [7 6 4]
  [6 5 3]
  [6 5 3]]]",1021, (R')S_AB(_rs)b                                           ,espiral,0,,,espiral barrada intermedia,2
"[[[9 0 1]
  [9 0 1]
  [9 0 1]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[9 0 1]
  [9 0 1]
  [9 0 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[9 0 1]
  [9 0 1]
  [9 0 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 2 1]
  [0 1 0]
  [0 2 1]
  ...
  [2 2 2]
  [3 3 3]
  [4 4 4]]

 [[0 1 0]
  [0 1 0]
  [0 2 1]
  ...
  [2 2 2]
  [3 3 3]
  [4 4 4]]

 [[0 1 0]
  [0 1 0]
  [0 2 1]
  ...
  [2 2 2]
  [3 3 3]
  [4 4 4]]]",1027, Pec (merger of 3?)                                                                                   ,peculiar,4,,,peculiar,8
"[[[ 4  5  7]
  [ 4  5  7]
  [ 5  6  8]
  ...
  [ 2  0  5]
  [ 2  0  5]
  [ 2  0  5]]

 [[ 4  5  7]
  [ 5  6  8]
  [ 6  7  9]
  ...
  [ 2  0  5]
  [ 2  0  5]
  [ 2  0  5]]

 [[ 5  6  8]
  [ 5  6  8]
  [ 7  8 10]
  ...
  [ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]]

 ...

 [[ 9  5  6]
  [ 9  5  6]
  [ 8  4  5]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[ 8  2  4]
  [ 8  2  4]
  [ 8  2  4]
  ...
  [ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]]

 [[ 6  0  2]
  [ 6  0  2]
  [ 7  1  3]
  ...
  [ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]]]",1028, SA(s)bc                                                                                              ,espiral,0,,,espiral no barrada,0
"[[[ 7  7  7]
  [ 7  7  7]
  [ 7  7  7]
  ...
  [11  2  3]
  [13  3  4]
  [15  5  6]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [10  1  2]
  [13  4  5]
  [15  6  7]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 8  2  2]
  [11  5  5]
  [15  9  9]]

 ...

 [[ 0  5  1]
  [ 1  6  2]
  [ 4  6  3]
  ...
  [ 2  2  4]
  [ 2  2  4]
  [ 2  2  4]]

 [[ 0  3  0]
  [ 0  4  0]
  [ 2  4  1]
  ...
  [ 2  1  6]
  [ 2  1  6]
  [ 2  1  6]]

 [[ 0  2  0]
  [ 0  3  0]
  [ 1  3  0]
  ...
  [ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]]]",1030, SB(s)cd pec                                                                                          ,espiral,0,,,espiral barrada,1
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 1 5]
  [1 2 6]
  [1 2 6]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 1 5]
  [0 1 5]
  [1 2 6]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 1 3]
  [0 1 3]
  [0 1 3]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",1029, SA(_rs)ab                                                                           ,espiral,0,,,espiral no barrada,0
"[[[3 1 6]
  [3 1 6]
  [4 2 7]
  ...
  [4 2 5]
  [7 2 6]
  [7 2 6]]

 [[2 0 5]
  [3 1 6]
  [3 1 6]
  ...
  [4 2 5]
  [7 2 6]
  [7 2 6]]

 [[1 0 2]
  [2 0 3]
  [2 0 3]
  ...
  [4 2 5]
  [7 2 6]
  [7 2 6]]

 ...

 [[7 5 6]
  [7 5 6]
  [6 4 5]
  ...
  [1 1 3]
  [1 1 3]
  [1 1 3]]

 [[5 3 4]
  [5 3 4]
  [4 2 3]
  ...
  [1 1 3]
  [1 1 3]
  [1 1 3]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [1 1 3]
  [1 1 3]
  [1 1 3]]]",1032, I0 pec                                                                                               ,irregular,2,,,irregular,7
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [7 3 2]
  [6 2 1]
  [6 2 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [6 2 1]
  [5 1 0]
  [5 1 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [5 1 0]
  [4 0 0]
  [4 0 0]]

 ...

 [[3 2 0]
  [3 2 0]
  [3 2 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[3 2 0]
  [3 2 0]
  [4 3 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[4 3 1]
  [4 3 1]
  [4 3 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",1033, SB(rs)cd                                                                                             ,espiral,0,,,espiral barrada,1
"[[[10  4  6]
  [10  4  6]
  [12  6  8]
  ...
  [ 1  0  2]
  [ 2  0  5]
  [ 2  0  5]]

 [[10  4  6]
  [11  5  7]
  [12  6  8]
  ...
  [ 1  0  2]
  [ 2  0  5]
  [ 2  0  5]]

 [[11  5  7]
  [12  6  8]
  [13  7  9]
  ...
  [ 2  0  3]
  [ 2  0  5]
  [ 2  0  5]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  0  1]
  [ 6  0  2]
  [ 6  0  2]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 5  1  2]
  [ 6  0  2]
  [ 6  0  2]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 5  1  2]
  [ 6  0  2]
  [ 6  0  2]]]",1034," S_AB(_rs,l)bc pec                                                  ",espiral,0,,,espiral barrada intermedia,2
"[[[0 0 4]
  [1 0 5]
  [1 1 3]
  ...
  [0 2 0]
  [0 2 0]
  [0 2 0]]

 [[0 0 4]
  [0 0 4]
  [0 0 2]
  ...
  [0 2 0]
  [0 2 0]
  [0 2 0]]

 [[0 0 4]
  [0 0 4]
  [0 0 2]
  ...
  [1 3 0]
  [0 3 0]
  [0 3 0]]

 ...

 [[4 8 7]
  [4 8 7]
  [7 9 8]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[4 8 7]
  [5 9 8]
  [7 9 8]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]

 [[5 9 8]
  [5 9 8]
  [7 9 8]
  ...
  [0 0 2]
  [0 0 2]
  [0 0 2]]]",1036, Sdm sp                                                                                               ,espiral,0,,,espiral barra indeterminada,4
"[[[12  7  4]
  [12  7  4]
  [14  6  4]
  ...
  [10  0  1]
  [10  0  0]
  [10  0  0]]

 [[12  7  4]
  [12  7  4]
  [14  6  4]
  ...
  [11  1  2]
  [12  2  1]
  [12  2  1]]

 [[10  4  4]
  [10  4  4]
  [10  4  4]
  ...
  [13  3  4]
  [14  4  3]
  [14  4  3]]

 ...

 [[ 1  5  4]
  [ 2  6  5]
  [ 4  6  5]
  ...
  [10 10 10]
  [10 10 12]
  [ 9  9 11]]

 [[ 3  7  6]
  [ 3  7  6]
  [ 6  8  7]
  ...
  [10 11 13]
  [ 9 10 12]
  [ 9 10 12]]

 [[ 4  8  7]
  [ 4  8  7]
  [ 7  9  8]
  ...
  [10 11 13]
  [ 9 10 12]
  [ 9 10 12]]]",1035, SAB(s)c pec                                                                                          ,espiral,0,,,espiral barrada intermedia,2
"[[[  8   8   8]
  [  8   8   8]
  [  7   7   7]
  ...
  [  1   1   1]
  [  1   1   1]
  [  2   2   2]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [  1   1   1]
  [  1   1   1]
  [  2   2   2]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  1   1   1]
  [  1   1   1]
  [  2   2   2]]

 ...

 [[206  86  36]
  [195  81  31]
  [177  71  23]
  ...
  [  6   6   4]
  [  8   8   6]
  [  9   9   7]]

 [[191  77  27]
  [182  72  23]
  [166  64  16]
  ...
  [  5   5   3]
  [  7   7   5]
  [  8   8   6]]

 [[179  67  17]
  [170  62  13]
  [153  55   8]
  ...
  [  5   5   3]
  [  6   6   4]
  [  7   7   5]]]",1037, (R')SA(s)c                                                                                 ,espiral,0,,,espiral no barrada,0
"[[[ 6  2  0]
  [ 8  4  1]
  [10  6  5]
  ...
  [10 12  7]
  [10 15  9]
  [11 16 10]]

 [[ 6  2  0]
  [ 7  3  0]
  [ 9  5  4]
  ...
  [10 12  7]
  [12 14  9]
  [11 16 10]]

 [[ 4  3  0]
  [ 5  4  0]
  [ 6  5  3]
  ...
  [10 11  6]
  [11 12  7]
  [12 14  9]]

 ...

 [[ 1  3  0]
  [ 1  3  0]
  [ 1  3  0]
  ...
  [ 2  4  0]
  [ 1  3  0]
  [ 1  3  0]]

 [[ 3  5  0]
  [ 2  4  0]
  [ 2  4  1]
  ...
  [ 1  3  0]
  [ 0  2  0]
  [ 0  2  0]]

 [[ 4  6  1]
  [ 3  5  0]
  [ 2  4  1]
  ...
  [ 0  2  0]
  [ 0  1  0]
  [ 0  1  0]]]",84, SA(r_s)bc                                                                           ,espiral,0,,,espiral no barrada,0
"[[[5 4 2]
  [5 4 2]
  [6 5 3]
  ...
  [3 0 0]
  [4 0 0]
  [4 0 0]]

 [[5 4 2]
  [5 4 2]
  [5 4 2]
  ...
  [3 0 0]
  [4 0 0]
  [4 0 0]]

 [[5 4 2]
  [5 4 2]
  [5 4 2]
  ...
  [3 0 0]
  [4 0 0]
  [4 0 0]]

 ...

 [[5 0 1]
  [5 0 1]
  [4 0 1]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[5 0 1]
  [5 0 1]
  [4 0 1]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[5 0 1]
  [5 0 1]
  [4 0 1]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]]",1039, SA(s)c                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 9  0  1]
  [10  1  2]
  [10  1  2]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [10  1  2]
  [10  1  2]
  [10  1  2]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [10  1  2]
  [11  2  3]
  [11  2  3]]

 ...

 [[ 5  5  3]
  [ 6  6  4]
  [ 6  6  4]
  ...
  [ 2  0  1]
  [ 3  1  2]
  [ 4  2  3]]

 [[ 4  4  2]
  [ 4  4  2]
  [ 5  5  3]
  ...
  [ 2  0  1]
  [ 3  1  2]
  [ 4  2  3]]

 [[ 3  3  1]
  [ 3  3  1]
  [ 4  4  2]
  ...
  [ 2  0  1]
  [ 3  1  2]
  [ 4  2  3]]]",1041, SAB(s)c                                                                                              ,espiral,0,,,espiral barrada intermedia,2
"[[[ 3  1  2]
  [ 4  2  3]
  [ 5  3  4]
  ...
  [18  7  3]
  [17  6  2]
  [17  6  2]]

 [[ 3  1  2]
  [ 4  2  3]
  [ 4  2  3]
  ...
  [17  6  2]
  [17  6  2]
  [17  6  2]]

 [[ 2  0  1]
  [ 3  1  2]
  [ 4  2  3]
  ...
  [16  5  1]
  [16  5  1]
  [16  5  1]]

 ...

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 1  1  1]
  [ 2  0  1]
  [ 2  0  1]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 0  0  0]
  [ 1  0  0]
  [ 1  0  0]]]",1042, SA(l)0^o pec                                                                                       ,espiral,0,,,espiral no barrada,0
"[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 1  3  2]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 1  3  2]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 1  3  2]]

 ...

 [[ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [10  6  5]
  [11  7  6]
  [12  8  7]]

 [[ 1  2  0]
  [ 0  1  0]
  [ 0  1  0]
  ...
  [ 9  5  4]
  [11  7  6]
  [12  8  7]]

 [[ 1  2  0]
  [ 0  1  0]
  [ 0  1  0]
  ...
  [ 8  4  3]
  [10  6  5]
  [12  8  7]]]",1043, SB(s)d (cc)                                                                                          ,espiral,0,,,espiral barrada,1
"[[[4 0 0]
  [4 0 0]
  [5 0 1]
  ...
  [6 4 5]
  [6 4 5]
  [7 5 6]]

 [[5 0 1]
  [5 0 1]
  [6 0 2]
  ...
  [5 3 4]
  [5 3 4]
  [6 4 5]]

 [[6 2 3]
  [7 3 4]
  [7 3 4]
  ...
  [3 1 2]
  [4 2 3]
  [4 2 3]]

 ...

 [[6 6 0]
  [6 6 0]
  [6 6 0]
  ...
  [0 3 2]
  [0 2 1]
  [0 2 1]]

 [[6 4 0]
  [6 4 0]
  [6 3 0]
  ...
  [0 2 1]
  [0 1 0]
  [0 1 0]]

 [[6 4 0]
  [6 4 0]
  [6 3 0]
  ...
  [0 1 0]
  [0 1 0]
  [0 1 0]]]",1038, SAB(r_s)bc                                                                          ,espiral,0,,,espiral barrada intermedia,2
"[[[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 4]
  [2 2 4]
  [2 2 4]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [2 2 4]
  [2 2 4]
  [2 2 4]]

 [[0 0 0]
  [0 0 0]
  [2 2 2]
  ...
  [2 2 4]
  [2 2 4]
  [2 2 4]]

 ...

 [[6 4 7]
  [6 4 7]
  [9 5 6]
  ...
  [1 1 0]
  [1 1 0]
  [2 2 0]]

 [[6 4 7]
  [6 4 7]
  [8 4 5]
  ...
  [1 1 0]
  [0 2 0]
  [1 3 0]]

 [[5 3 6]
  [5 3 6]
  [7 3 4]
  ...
  [1 1 0]
  [0 2 0]
  [1 3 0]]]",1044, (R_2')SAB_a(l)0/a                                                                        ,espiral,0,,,espiral barrada peculiar,3
"[[[10  4  4]
  [ 9  3  3]
  [ 7  3  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 9  3  3]
  [ 9  3  3]
  [ 7  3  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 8  2  2]
  [ 8  2  2]
  [ 6  2  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 0  2  1]
  [ 0  2  1]
  [ 0  2  1]
  ...
  [11  5  5]
  [12  6  6]
  [12  6  6]]

 [[ 0  3  2]
  [ 0  3  2]
  [ 1  3  2]
  ...
  [11  5  5]
  [14  5  6]
  [15  6  7]]

 [[ 0  4  3]
  [ 0  4  3]
  [ 1  3  2]
  ...
  [12  6  6]
  [15  6  7]
  [16  7  8]]]",1046, SB(r_s)c                                                                            ,espiral,0,,,espiral barrada,1
"[[[ 5  4  2]
  [ 6  5  3]
  [ 7  6  4]
  ...
  [16  6  5]
  [16  4  4]
  [15  3  3]]

 [[ 5  4  2]
  [ 6  5  3]
  [ 7  6  4]
  ...
  [17  7  6]
  [17  5  5]
  [16  4  4]]

 [[ 6  5  3]
  [ 6  5  3]
  [ 7  6  4]
  ...
  [18  8  7]
  [18  6  6]
  [18  6  6]]

 ...

 [[13 15 10]
  [10 15  9]
  [ 7 12  6]
  ...
  [15 20 14]
  [13 18 12]
  [11 18 11]]

 [[12 17 11]
  [10 15  9]
  [ 8 13  7]
  ...
  [13 18 12]
  [10 17 10]
  [ 7 17  9]]

 [[12 17 11]
  [10 15  9]
  [ 7 14  7]
  ...
  [10 17 10]
  [ 9 16  9]
  [ 5 15  7]]]",1045, E(b?)5-6                                                                                             ,elíptica,1,,,elíptica,6
